NEQ,IND_FAIL,DAT_IMMAT,COD_REGIM_JURI_x,COD_INTVAL_EMPLO_QUE,DAT_CESS_PREVU,COD_STAT_IMMAT,COD_FORME_JURI,DAT_STAT_IMMAT,COD_REGIM_JURI_CONSTI,DAT_DEPO_DECLR,AN_DECL,AN_PROD,DAT_LIMIT_PROD,AN_PROD_PRE,DAT_LIMIT_PROD_PRE,DAT_MAJ_INDEX_NOM,COD_ACT_ECON_CAE,NO_ACT_ECON_ASSUJ,DESC_ACT_ECON_ASSUJ,COD_ACT_ECON_CAE2,NO_ACT_ECON_ASSUJ2,DESC_ACT_ECON_ASSUJ2,NOM_LOCLT_CONSTI,DAT_CONSTI,IND_CONVEN_UNMN_ACTNR,IND_RET_TOUT_POUVR,IND_LIMIT_RESP,DAT_DEB_RESP,DAT_FIN_RESP,OBJET_SOC,NO_MTR_VOLONT,ADR_DOMCL_ADR_DISP,ADR_DOMCL_LIGN1_ADR,ADR_DOMCL_LIGN2_ADR,ADR_DOMCL_LIGN3_ADR,ADR_DOMCL_LIGN4_ADR,COD_TYP_CHANG,COD_REGIM_JURI_y,AUTR_REGIM_JURI,NOM_LOCLT,DAT_EFCTVT_x,NO_SUF_ETAB,IND_ETAB_PRINC,IND_SALON_BRONZ,IND_VENTE_TABAC_DETL,IND_DISP_x,LIGN1_ADR_x,LIGN2_ADR_x,LIGN3_ADR_x,LIGN4_ADR_x,COD_ACT_ECON,DESC_ACT_ECON_ETAB,NO_ACT_ECON_ETAB,COD_ACT_ECON2,DESC_ACT_ECON_ETAB2,NO_ACT_ECON_ETAB2,NOM_ETAB,NEQ_ASSUJ_REL,DENOMN_SOC,COD_RELA_ASSUJ,DAT_EFCTVT_y,IND_DISP_y,LIGN1_ADR_y,LIGN2_ADR_y,LIGN3_ADR_y,LIGN4_ADR_y,NOM_ASSUJ,NOM_ASSUJ_LANG_ETRNG,STAT_NOM,TYP_NOM_ASSUJ,DAT_INIT_NOM_ASSUJ,DAT_FIN_NOM_ASSUJ
2261875365,,2003-11-18,,O,,RD,IND,2017-08-08,,2016-04-06,2016,2021,2021-06-15,2020,2020-09-30,2003-11-18,6582,1,ARTISANAT,2592,2,SCULPTURE,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JEAN-LUC BOURASSA, ARTISAN",,A,A,2003-11-18,2017-08-08
2261905717,,2003-12-03,,O,,IM,IND,2019-05-08,,2004-12-22,2004,2021,2021-06-15,2020,2020-09-30,2019-05-08 20:23,2592,1,-,2611,2,-,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA FABRIQUE DE L'ARTISAN,,A,A,2003-12-03,2006-12-04
2260926383,N,2002-07-17,,O,,IM,IND,2002-07-17,,2020-06-11,2020,2021,2021-06-15,2020,2020-09-30,2002-07-17,9799,1,SERVICES DE SPORTS EN PLEIN AIR,2599,2,-,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATHIEU CHIQUET SERVICES,,V,A,2002-07-17,
2260981909,,2002-08-20,,O,,IM,IND,2017-05-30,,2020-10-22,2020,2021,2021-06-15,2020,2020-09-30,2017-04-19 12:49,2592,1,CONCEPTION ET REALISATION D'OBJETS DECORATIFS/UTILITAIRES AU TOUR À BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES GRANDS VENTS,,V,A,2002-08-20,
2261091328,,2002-10-15,,O,,IM,IND,2002-10-15,,2021-04-07,2021,2021,2021-06-15,2020,2020-09-30,2009-07-27,2599,1,AUTRES INDUSTRIES DU BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KMK,,V,A,2009-07-27,
2261091328,,2002-10-15,,O,,IM,IND,2002-10-15,,2021-04-07,2021,2021,2021-06-15,2020,2020-09-30,2009-07-27,2599,1,AUTRES INDUSTRIES DU BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARBEL PRO/ GRANIT PRO,,A,A,2008-08-08,2009-07-27
2260958279,,2002-08-06,,O,2006-12-31,RD,IND,2010-02-12,,2010-02-12,2010,2021,2021-06-15,2020,2020-09-30,2010-02-12,2599,1,FABRICATION DE BOÎTES,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CHANTAL BLIER, PRÉPARATION DE CRÉTAGE EN CARTON",,A,A,2002-08-06,2010-02-12
2260816824,,2002-05-22,,O,,RD,IND,2005-02-28,,2004-02-12,2004,2021,2021-06-15,2020,2020-09-30,2005-02-28,2599,1,CONFECTIONS AVEC MATÉRIAUX DE BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES CRÉATIONS ARTISANT CLAUDE BEAUDOIN,,A,A,2002-05-22,2005-02-28
2260903267,,2002-07-05,,A,,RD,IND,2005-05-10,,2004-02-11,2004,2021,2021-06-15,2020,2020-09-30,2005-05-10,2592,1,SCULPTURE SUR BOIS,3560,2,VERRIÈRE,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA BOISSELLERIE,,A,A,2002-07-05,2005-05-10
2261070058,N,2002-10-03,,O,,RD,IND,2019-06-10,,2019-04-27,2019,2021,2021-06-15,2020,2020-09-30,2012-02-28 10:29,2599,1,Urnes funéraires en bois,2611,2,-,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expression Bois,,A,A,2012-02-28,2019-06-10
2261097465,,2002-10-18,,O,,IM,IND,2002-10-18,,2020-05-21,2020,2021,2021-06-15,2020,2020-09-30,2002-10-18,2599,1,BOISERIE,2611,2,ÉBENISTERIE,,,,,,,,,,N,,,,,,,,,,2,O,N,N,N,"41, DU PIVERT RR 3",MAGOG (QUÉBEC),,J1X0M6,2599,BOISERIE,1,2611,ÉBENISTERIE,2,LES BOISERIES PERSONNALISÉES DM,,,,,,,,,,LES BOISERIES PERSONNALISÉES DM,,V,A,2002-10-18,
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fait en bois,,A,A,2016-12-21,2018-06-06
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXCALIBUR CRÉATIONS & RECONNAISSANCE,,A,A,2006-02-21,2018-06-06
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atelier P'tit Projets,,A,A,2011-04-06,2018-06-06
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXCALIBUR DECALS,,A,A,2005-01-13,2006-02-21
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GloGlov Canada,GloGlov Canada,A,A,2011-04-22,2013-04-08
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXCALIBUR CREATIONS & RECOGNITION,,A,A,2006-02-21,2018-06-06
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESIGN FAIRHAVEN,,A,A,2002-09-06,2006-02-21
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rescue Quebec,Rescue Quebec,A,A,2011-04-22,2012-04-12
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broderie Sherbrooke,,A,A,2013-05-02,2014-04-25
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXCALIBUR DÉCALQUE,,A,A,2005-01-13,2006-02-21
2261014056,N,2002-09-06,,O,,RD,IND,2018-06-06,,2017-05-24,2017,2021,2021-06-15,2020,2020-09-30,2016-12-21 7:53,7797,1,ENSEIGNES ET LETTRAGE,2599,2,"Trucs en bois, artisanale",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIRHAVEN DESIGNS,,A,A,2002-09-06,2006-02-21
2260876752,N,2002-06-19,,O,,IM,IND,2002-06-19,,2021-03-30,2021,2021,2021-06-15,2020,2020-09-30,2002-06-19,7752,1,INGÉNIEUR,2599,2,Jouets pour enfants,,,,,,,,,,N,,,,,,,,,,2,O,N,N,N,521  rue Rodin,Granby (Québec),,J2J2Y1,4274,MENUISERIE,1,3359,ÉLECTRONIQUE,2,CRÉATIONS CANUEL,,,,,,,,,,CRÉATIONS CANUEL,,V,A,2002-06-19,
2261099776,,2002-10-21,,O,,RO,IND,2004-09-24,,,,2021,2021-06-15,2020,2020-09-30,2004-09-24,2599,1,VENTE DE BOIS DE GRANGE RECYCLÉ,4013,2,TRAVAUX DOMICILIAIRES  ET DE RÉNOVATION,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES ENTREPRISES LA GRANGE,,A,A,2002-10-21,2004-09-24
2260824323,,2002-05-27,,O,,RD,IND,2003-01-29,,,,2021,2021-06-15,2020,2020-09-30,2003-01-29,2599,1,CLASSIFICATEUR DE BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLASHBOIS D.V.,,A,A,2002-05-27,2003-01-29
2261075685,,2002-10-07,,O,,RD,IND,2014-03-19,,2013-04-26,2013,2021,2021-06-15,2020,2020-09-30,2002-10-07,9799,1,SOURCIER,2599,2,TONNELIER,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261165338,,2002-11-22,,O,,RO,IND,2005-09-23,,2003-02-21,2003,2021,2021-06-15,2020,2020-09-30,2005-09-23,2591,1,CLASSIFICATION DE BOIS DEBITES,2512,2,SECHAGE DU BOIS,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260885696,N,2002-06-25,,O,,IM,IND,2008-01-11,,2020-08-21,2020,2021,2021-06-15,2020,2020-09-30,2008-01-11,4814,1,"SERVICE-CÂBLAGE INFORMATIQUE, TÉLÉPHONIQUE, VIDÉO",2599,2,Fabrication de petits articles en bois .,,,,,,,,,,N,,,,,,,,,,1,O,N,N,N,345  15e Avenue,Pointe-Calumet (Québec),,J0N1G0,4814,"SERVICE-CÂBLAGE INFORMATIQUE, TÉLÉPHONIQUE, VIDÉO",1,,,,MARCO HORTH,,,,,,,,,,MARCO HORTH,,A,A,2002-06-25,2003-02-12
2260885696,N,2002-06-25,,O,,IM,IND,2008-01-11,,2020-08-21,2020,2021,2021-06-15,2020,2020-09-30,2008-01-11,4814,1,"SERVICE-CÂBLAGE INFORMATIQUE, TÉLÉPHONIQUE, VIDÉO",2599,2,Fabrication de petits articles en bois .,,,,,,,,,,N,,,,,,,,,,1,O,N,N,N,345  15e Avenue,Pointe-Calumet (Québec),,J0N1G0,4814,"SERVICE-CÂBLAGE INFORMATIQUE, TÉLÉPHONIQUE, VIDÉO",1,,,,MARCO HORTH,,,,,,,,,,MARCO HORTH,,V,A,2008-01-11,
2260944626,,2002-07-29,,O,,IM,IND,2002-07-29,,2020-09-10,2020,2021,2021-06-15,2020,2020-09-30,2002-07-29,4219,1,AMÉNAGEMENT PAYSAGER,2592,2,SCULPTURE SUR PIERRE,,,,,,,,,,N,,,,,,,,,,1,O,N,N,N,239  rue Blain,Mont-Saint-Hilaire (Québec),,J3H3B2,4219,AMÉNAGEMENT PAYSAGER,1,2592,SCULPTURE SUR PIERRE,2,ALAIN DIONNE,,,,,,,,,,ALAIN DIONNE,,V,A,2006-06-29,
2260944626,,2002-07-29,,O,,IM,IND,2002-07-29,,2020-09-10,2020,2021,2021-06-15,2020,2020-09-30,2002-07-29,4219,1,AMÉNAGEMENT PAYSAGER,2592,2,SCULPTURE SUR PIERRE,,,,,,,,,,N,,,,,,,,,,1,O,N,N,N,239  rue Blain,Mont-Saint-Hilaire (Québec),,J3H3B2,4219,AMÉNAGEMENT PAYSAGER,1,2592,SCULPTURE SUR PIERRE,2,ALAIN DIONNE,,,,,,,,,,ALAIN DIONNE HORTICULTEUR PAYSAGISTE,,V,A,2002-07-29,
2260946613,N,2002-07-30,,A,,IM,IND,2002-07-30,,2020-05-27,2020,2021,2021-06-15,2020,2020-09-30,2002-07-30,2599,1,RÉNOVATION D'ESCALIERS ET POSE DE PLANCHERS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURATION D'ESCALIERS E.B.R.,,V,A,2002-07-30,
2260860509,,2002-06-11,,O,,RO,IND,2004-09-24,,,,2021,2021-06-15,2020,2020-09-30,2004-09-24,2592,1,ATELIER DE PRODUCTION DE MURALES ET HORLOGES SCULPTES,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMBO SCULPTEUR,,A,A,2002-06-11,2004-09-24
2261112488,,2002-10-25,,O,,IM,IND,2002-10-25,,2021-01-27,2021,2021,2021-06-15,2020,2020-09-30,2002-10-25,2592,1,TRANSFORMATION DE BOIS EN PRODUIT FINI,3931,2,FABRICATION DE MOUCHES ARTIFICIELLES,,,,,,,,,,N,,,,,,,,,,1,O,N,N,N,763  place Maisonneuve,Rouyn-Noranda (Québec),,J9X5G4,2592,TRANSFORMATION DE BOIS EN PRODUIT FINI,1,3931,FABRICATION DE MOUCHES ARTIFICIELLES,2,LES CRÉATIONS FAUNE,,,,,,,,,,LES CRÉATIONS FAUNE,,V,A,2002-10-25,
2260833654,,2002-05-30,,O,,RO,IND,2016-01-06,,2007-04-30,2007,2021,2021-06-15,2020,2020-09-30,2016-01-06 2:17,2599,1,COMMERCE DE BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GESTION S.L.,,A,A,2002-08-29,2016-01-06
2260833654,,2002-05-30,,O,,RO,IND,2016-01-06,,2007-04-30,2007,2021,2021-06-15,2020,2020-09-30,2016-01-06 2:17,2599,1,COMMERCE DE BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTION J.M.,,A,A,2007-04-30,2016-01-06
2260976321,,2002-08-16,,A,,RD,IND,2006-04-21,,2005-02-19,2005,2021,2021-06-15,2020,2020-09-30,2006-04-21,2592,1,"SCULPTURE D'ENSEIGNES EN BÉTON, MÉTIERS D'ART, SCULPTURE",,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATELIER LE RIFLARD, CHRISTIAN GIROUARD ENSEIGNES DE BÉTON SCULPTÉ",,A,A,2002-08-16,2006-04-21
2261028999,,2002-11-25,,O,,RO,IND,2018-04-25,,2003-05-15,2003,2021,2021-06-15,2020,2020-09-30,2018-04-25 16:53,3039,1,ornemental,2599,2,meuble,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAGAIE LONG-BOW,,A,A,2002-11-25,2005-09-23
2261172078,,2002-11-26,,O,,RD,IND,2004-04-28,,2003-02-13,2003,2021,2021-06-15,2020,2020-09-30,2004-04-28,2599,1,TRANSFORMER ACHETER ET VENDRE DE LA PLANURE DE BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITIERE DU PARADIS,,A,A,2002-11-26,2004-04-28
2260977394,,2002-08-19,,O,,RD,IND,2004-04-21,,2003-07-03,2003,2021,2021-06-15,2020,2020-09-30,2004-04-21,2592,1,PRÉPARER LE BOIS SCULPTEUR SUR BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ÉVASION SUR BOIS,,A,A,2002-08-19,2004-04-21
2261145009,,2002-11-12,,O,,RD,IND,2012-05-02,,2010-01-27,2009,2021,2021-06-15,2020,2020-09-30,2002-11-12,2510,1,SCIAGE DE BOIS,2599,2,FABRICATION DE PIQUETTE D'ARPENTAGE,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MULTI-SCIAGE,,A,A,2002-11-12,2012-05-02
2260979465,,2002-08-19,,A,,IM,IND,2002-08-19,,2020-05-27,2020,2021,2021-06-15,2020,2020-09-30,2002-08-19,2592,1,TOURNAGE,5631,2,ESCALIERS DE BOIS FRANC,,,,,,,,,,N,,,,,,,,,,1,O,N,N,N,"421, RUE POMERLEAU",SAINTE-MARGUERITE                   QC,,G0S2X0,2592,TOURNAGE,1,5631,ESCALIERS DE BOIS FRANC,2,TOURNAGE M.G.,,,,,,,,,,TOURNAGE M.G.,,V,A,2002-08-19,
2261006300,,2002-09-03,,A,,RD,IND,2003-03-12,,,,2021,2021-06-15,2020,2020-09-30,2003-03-12,2592,1,SCULPTURE ARTISTIQUE,5961,2,FABRICATION DE BIJOUX,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CHRISTINE GAGNÉ, ARTISTE-SCULPTEURE",,A,A,2002-09-03,2003-03-12
2260515723,,2002-01-07,,A,,RD,IND,2007-01-17,,2006-07-20,2006,2021,2021-06-15,2020,2020-09-30,2007-01-17,2599,1,FABRICATION DE PIÈCES EN BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU.GUY ARTISAN ÉBÉNISTE,,A,A,2002-01-07,2007-01-17
2260547551,,2002-01-18,,O,2005-12-31,RD,IND,2006-05-18,,2006-05-09,2006,2021,2021-06-15,2020,2020-09-30,2006-05-18,2599,1,FABRICATION DE PIECES DE BOIS,4275,2,PEINTURE DE PIECES DE BOIS,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATELIER MOLOU,,A,A,2002-01-18,2006-05-18
2260732120,,2002-04-15,,O,,RO,IND,2005-09-23,,2003-05-27,2003,2021,2021-06-15,2020,2020-09-30,2005-09-23,2599,1,VENTE ET DISTRIBUTION D'ECHELLES ET ACCESSOIRES,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXESS LADDERS,,A,A,2002-04-15,2005-09-23
2260732120,,2002-04-15,,O,,RO,IND,2005-09-23,,2003-05-27,2003,2021,2021-06-15,2020,2020-09-30,2005-09-23,2599,1,VENTE ET DISTRIBUTION D'ECHELLES ET ACCESSOIRES,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES ECHELLES AXESS,,A,A,2002-04-15,2005-09-23
2260733409,,2002-04-15,,O,,RD,IND,2004-12-16,,2003-01-10,2003,2021,2021-06-15,2020,2020-09-30,2004-12-16,6591,1,VENTE D'ANTIQUITÉS,2599,2,ÉBÉNISTERIE ARTISANALE,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LE COQ GAULOIS,,A,A,2002-04-15,2004-12-16
2260439114,,2001-11-15,,O,,RD,IND,2004-03-31,,2003-02-11,2003,2021,2021-06-15,2020,2020-09-30,2004-03-31,2591,1,REMPLACEMENT EN USINE DE BOIS,2543,2,REMPLACEMENT EN USINE DE FENÊTRE,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260464617,,2001-11-29,,O,,IM,IND,2001-11-29,,2020-03-25,2020,2021,2021-06-15,2020,2020-09-30,2001-11-29,2599,1,COUPE DE BOIS,6599,2,BOIS DE CHAUFFAGE,,,,,,,,,,N,,,,,,,,,,1,O,N,N,N,"8607, 11E RANG",SHERBROOKE (QUÉBEC),,J1N3G1,2599,COUPE DE BOIS,1,,,,LES ENTREPRISES FORESTIÈRES NOËL CÔTÉ,,,,,,,,,,LES ENTREPRISES FORESTIÈRES NOËL CÔTÉ,,V,A,2001-11-29,
2260442597,,2001-11-16,,A,,RO,IND,2003-09-19,,,,2021,2021-06-15,2020,2020-09-30,2003-09-19,2599,1,MANIPULATION DE BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALAIN DESROSIERS,,A,A,2001-11-16,2003-09-19
2260499100,,2001-12-19,,O,,RD,IND,2004-03-15,,2003-02-27,2003,2021,2021-06-15,2020,2020-09-30,2004-03-15,2599,1,FABRICATION DE BLOCK DE BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES ENTREPRISES MARTIN LAVALLEE,,A,A,2001-12-19,2004-03-15
2260713559,,2002-04-05,,A,,IM,IND,2002-04-05,,2020-06-02,2020,2021,2021-06-15,2020,2020-09-30,2002-04-05,2592,1,SCULPTURE,,,,,,,,,,,,,N,,,,,,,,,,1,O,N,N,N,1920  rue Beauséjour,Saint-Cyrille-de-Wendover (Québec),,J1Z1L3,9999,MAISON PRIVÉE,1,2592,ATELIER DE SCULPTURE,2,CRÉATIONS JOE,,,,,,,,,,CRÉATIONS JOE,,V,A,2002-04-05,
2260443009,,2001-11-16,,O,,RO,IND,2003-09-19,,,,2021,2021-06-15,2020,2020-09-30,2003-09-19,2599,1,BUCHERON,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALAIN DESRUISSEAUX,,A,A,2001-11-16,2003-09-19
2260501848,,2001-12-20,,A,,RO,IND,2004-09-24,,2002-05-07,2002,2021,2021-06-15,2020,2020-09-30,2004-09-24,2592,1,ARTISANAT (SCULPTURE SUR BOIS),,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCULPTURE S. MENARD DU NORD,,A,A,2001-12-20,2004-09-24
2260581246,,2002-02-04,,O,,RO,IND,2016-01-06,,2009-05-03,2009,2021,2021-06-15,2020,2020-09-30,2016-01-06 1:21,2592,1,FABRICATION ET VENTE  DE MANCHES DE CURLING,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RÉVOLUTION,,A,A,2002-02-04,2016-01-06
2260635604,,2002-02-28,,A,,RO,IND,2016-01-06,,2006-06-13,2006,2021,2021-06-15,2020,2020-09-30,2016-01-06 1:31,2599,1,"CABINETMAKING, TECHNICAL DRAWINGS",4013,2,RÉNOVATION,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTHAVER WOOD ENTERPRISES,,A,A,2004-06-28,2016-01-06
2260635604,,2002-02-28,,A,,RO,IND,2016-01-06,,2006-06-13,2006,2021,2021-06-15,2020,2020-09-30,2016-01-06 1:31,2599,1,"CABINETMAKING, TECHNICAL DRAWINGS",4013,2,RÉNOVATION,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTHAVER TACTICAL,,A,A,2002-02-28,2016-01-06
2260635604,,2002-02-28,,A,,RO,IND,2016-01-06,,2006-06-13,2006,2021,2021-06-15,2020,2020-09-30,2016-01-06 1:31,2599,1,"CABINETMAKING, TECHNICAL DRAWINGS",4013,2,RÉNOVATION,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTHAVER ENTREPRISE DU BOIS,,A,A,2004-06-28,2016-01-06
2260635604,,2002-02-28,,A,,RO,IND,2016-01-06,,2006-06-13,2006,2021,2021-06-15,2020,2020-09-30,2016-01-06 1:31,2599,1,"CABINETMAKING, TECHNICAL DRAWINGS",4013,2,RÉNOVATION,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TACTIQUE WESTHAVER,,A,A,2002-02-28,2016-01-06
2260742632,,2002-04-18,,O,,RD,IND,2004-04-29,,2003-11-25,2003,2021,2021-06-15,2020,2020-09-30,2004-04-29,164,1,FABRICATION DE SIROP D'ÉRABLE,2599,2,COUPE DE BOIS DE CHAUFFAGE,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ÉRABLIÈRE DES HAUTS MONTS,,A,A,2002-04-18,2004-04-29
2260588076,,2002-02-06,,O,,IM,IND,2002-02-06,,2020-03-26,2020,2021,2021-06-15,2020,2020-09-30,2002-02-06,2599,1,EBENISTE,,,,,,,,,,,,,N,,,,,,,,,,2,O,N,N,N,"370, 9E RUE",TROIS-RIVIÈRES (QUÉBEC),,G8V1C9,9999,RECYCLAGE DE CARTOUCHES D'ENCRE,1,2812,IMPRESSION DE PETIT VOLUME,2,DALI IMAGE,,,,,,,,,,DALI IMAGE,,V,A,2002-02-06,
2260450764,,2001-11-21,,O,,RO,IND,2006-12-04,,2004-07-24,2004,2021,2021-06-15,2020,2020-09-30,2006-12-04,4274,1,EBENISTERIE ET MENUISERIE,2599,2,PETITS OBJETS EN BOIS,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBENISTERIE DE L'ORME BLANC,,A,A,2001-11-21,2006-12-04
2260590320,,2002-02-07,,O,,RD,IND,2003-02-24,,,,2021,2021-06-15,2020,2020-09-30,2003-02-24,2599,1,FABRICATION D'ARTISANAT SUR BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES P'TITS TRÉSORS DE BOIS,,A,A,2002-02-07,2003-02-24
